Date,conf,entry,instrument,conf type,exit time,Unnamed: 6,stopped out,Unnamed: 8,Unnamed: 9,entry.1,stop ,take profit,exit,source,date,entry_time,stop,target,direction,entry_method,conf_type,conf_time,status,entry_ts,entry_date,Conf Time,Entry Time,Instrument,Conf Type,Direction,Session,Entry Method,Status,Entry,Stop,Target,Exit,session_label,Entry Price,Stop Price,Target Price,Exit Price,ts,bar_session,session_start,range_session,session_x,range_session_start,mins_from_range_start,session_y,confirm_ts,pre_breakout,timing_class,risk_pts,target_r,target_r_multiple,realized_r_multiple,is_win
2011-02-17,0:00,1337.25,ES,Confirmation,4:45,,Yes,,,1337.25,1336.5,1341.0,1336.5,2011-2016,2011-02-17,21:20,1336.5,1341.0,Long,Confirmation,Confirmation,0:00,Yes,2011-02-17 21:20:00-05:00,2011-02-17,,,,,,,,,,,,,,,,,,2011-02-17 21:20:00-05:00,AS,2011-02-17 20:30:00-05:00,AS,AS,2011-02-16 20:30:00-05:00,1490.0,AS,2011-02-17 00:25:00-05:00,False,after_confirm,0.75,3.75,5.0,-1.0,False
2011-02-18,0:00,1335.5,ES,Confirmation,11:20,,No,,,1335.5,1334.75,1341.0,1341.0,2011-2016,2011-02-18,5:20,1334.75,1341.0,Long,Confirmation,Confirmation,0:00,No,2011-02-18 05:20:00-05:00,2011-02-18,,,,,,,,,,,,,,,,,,2011-02-18 05:20:00-05:00,OS,2011-02-18 04:00:00-05:00,OS,OS,2011-02-18 04:00:00-05:00,80.0,OS,2011-02-18 04:25:00-05:00,False,after_confirm,0.75,5.5,7.333333333333333,7.333333333333333,True
2011-02-22,0:00,1324.25,ES,Confirmation,10:00,,No,,,1324.25,1323.0,1331.75,1331.75,2011-2016,2011-02-22,6:50,1323.0,1331.75,Long,Confirmation,Confirmation,0:00,No,2011-02-22 06:50:00-05:00,2011-02-22,,,,,,,,,,,,,,,,,,2011-02-22 06:50:00-05:00,OS,2011-02-22 04:00:00-05:00,OS,OS,2011-02-22 04:00:00-05:00,170.0,OS,2011-02-22 04:05:00-05:00,False,after_confirm,1.25,7.5,6.0,6.0,True
2011-02-22,0:00,1325.5,ES,Confirmation,12:50,,No,,,1325.5,1327.5,1316.0,1316.0,2011-2016,2011-02-22,11:40,1327.5,1316.0,Short,Confirmation,Confirmation,0:00,No,2011-02-22 11:40:00-05:00,2011-02-22,,,,,,,,,,,,,,,,,,2011-02-22 11:40:00-05:00,RS,2011-02-22 10:30:00-05:00,RS,RS,2011-02-22 10:30:00-05:00,70.0,RS,2011-02-22 12:05:00-05:00,True,frontrun_window,2.0,9.5,4.75,4.75,True
2011-02-23,0:00,1317.75,ES,Confirmation,12:05,,No,,,1317.75,1319.0,1310.25,1310.25,2011-2016,2011-02-23,8:25,1319.0,1310.25,Short,Confirmation,Confirmation,0:00,No,2011-02-23 08:25:00-05:00,2011-02-23,,,,,,,,,,,,,,,,,,2011-02-23 08:25:00-05:00,OS,2011-02-23 04:00:00-05:00,OS,OS,2011-02-23 04:00:00-05:00,265.0,OS,2011-02-23 06:30:00-05:00,False,after_confirm,1.25,7.5,6.0,6.0,True
2011-02-23,0:00,1313.0,ES,Confirmation,10:00,,No,,,1313.0,1314.75,1302.5,1302.5,2011-2016,2011-02-23,11:10,1314.75,1302.5,Short,Confirmation,Confirmation,0:00,No,2011-02-23 11:10:00-05:00,2011-02-23,,,,,,,,,,,,,,,,,,2011-02-23 11:10:00-05:00,RS,2011-02-23 10:30:00-05:00,RS,RS,2011-02-23 10:30:00-05:00,40.0,RS,2011-02-23 11:35:00-05:00,True,frontrun_window,1.75,10.5,6.0,6.0,True
2011-02-24,0:00,1294.75,ES,Confirmation,9:40,,No,,,1294.75,1293.25,1307.75,1307.75,2011-2016,2011-02-24,4:15,1293.25,1307.75,Long,Confirmation,Confirmation,0:00,No,2011-02-24 04:15:00-05:00,2011-02-24,,,,,,,,,,,,,,,,,,2011-02-24 04:15:00-05:00,OS,2011-02-24 04:00:00-05:00,OS,OS,2011-02-24 04:00:00-05:00,15.0,OS,2011-02-24 05:00:00-05:00,True,other,1.5,13.0,8.666666666666666,8.666666666666666,True
2011-02-24,0:00,1297.75,ES,Confirmation,9:40,,No,,,1297.75,1296.5,1307.75,1307.75,2011-2016,2011-02-24,7:55,1296.5,1307.75,Long,Confirmation,Confirmation,0:00,No,2011-02-24 07:55:00-05:00,2011-02-24,,,,,,,,,,,,,,,,,,2011-02-24 07:55:00-05:00,OS,2011-02-24 04:00:00-05:00,OS,OS,2011-02-24 04:00:00-05:00,235.0,OS,2011-02-24 05:00:00-05:00,False,after_confirm,1.25,10.0,8.0,8.0,True
2011-02-24,0:00,1305.5,ES,Confirmation,13:55,,No,,,1305.5,1307.25,1294.5,1294.5,2011-2016,2011-02-24,11:35,1307.25,1294.5,Short,Confirmation,Confirmation,0:00,No,2011-02-24 11:35:00-05:00,2011-02-24,,,,,,,,,,,,,,,,,,2011-02-24 11:35:00-05:00,RS,2011-02-24 10:30:00-05:00,RS,RS,2011-02-24 10:30:00-05:00,65.0,RS,2011-02-24 11:45:00-05:00,True,frontrun_window,1.75,11.0,6.285714285714286,6.285714285714286,True
2011-02-25,0:00,1307.5,ES,Confirmation,7:10,,No,,,1307.5,1306.5,1312.75,1307.5,2011-2016,2011-02-25,3:45,1306.5,1312.75,Long,Confirmation,Confirmation,0:00,No,2011-02-25 03:45:00-05:00,2011-02-25,,,,,,,,,,,,,,,,,,2011-02-25 03:45:00-05:00,OR,2011-02-25 03:00:00-05:00,OR,OR,2011-02-25 03:00:00-05:00,45.0,,,False,frontrun_window,1.0,5.25,5.25,0.0,False
2011-02-25,0:00,1312.25,ES,Confirmation,15:55,,No,,,1312.25,1310.25,1321.25,1318.75,2011-2016,2011-02-25,9:45,1310.25,1321.25,Long,Confirmation,Confirmation,0:00,No,2011-02-25 09:45:00-05:00,2011-02-25,,,,,,,,,,,,,,,,,,2011-02-25 09:45:00-05:00,RR,2011-02-25 09:30:00-05:00,RR,RR,2011-02-25 09:30:00-05:00,15.0,RR,2011-02-25 10:25:00-05:00,True,other,2.0,9.0,4.5,3.25,True
2011-02-27,0:00,1313.25,ES,Confirmation,7:15,,No,,,1313.25,1312.0,1320.0,1320.0,2011-2016,2011-02-27,20:50,1312.0,1320.0,Long,Confirmation,Confirmation,0:00,No,2011-02-27 20:50:00-05:00,2011-02-27,,,,,,,,,,,,,,,,,,2011-02-27 20:50:00-05:00,AS,2011-02-27 20:30:00-05:00,AS,AS,2011-02-27 20:30:00-05:00,20.0,AS,2011-02-27 20:40:00-05:00,False,after_confirm,1.25,6.75,5.4,5.4,True
2011-02-28,0:00,1315.0,ES,Confirmation,7:15,,No,,,1315.0,1314.0,1320.5,1320.5,2011-2016,2011-02-28,5:00,1314.0,1320.5,Long,Confirmation,Confirmation,0:00,No,2011-02-28 05:00:00-05:00,2011-02-28,,,,,,,,,,,,,,,,,,2011-02-28 05:00:00-05:00,OS,2011-02-28 04:00:00-05:00,OS,OS,2011-02-28 04:00:00-05:00,60.0,OS,2011-02-28 04:10:00-05:00,False,after_confirm,1.0,5.5,5.5,5.5,True
2011-02-28,0:00,1328.0,ES,Confirmation,3:30,,No,,,1328.0,1327.25,1334.5,1334.5,2011-2016,2011-02-28,21:00,1327.25,1334.5,Long,Confirmation,Confirmation,0:00,No,2011-02-28 21:00:00-05:00,2011-02-28,,,,,,,,,,,,,,,,,,2011-02-28 21:00:00-05:00,AS,2011-02-28 20:30:00-05:00,AS,AS,2011-02-27 20:30:00-05:00,1470.0,AS,2011-02-28 00:00:00-05:00,False,after_confirm,0.75,6.5,8.666666666666666,8.666666666666666,True
2011-03-01,0:00,1332.0,ES,Confirmation,10:05,,No,,,1332.0,1333.0,1324.0,1324.0,2011-2016,2011-03-01,6:55,1333.0,1324.0,Short,Confirmation,Confirmation,0:00,No,2011-03-01 06:55:00-05:00,2011-03-01,,,,,,,,,,,,,,,,,,2011-03-01 06:55:00-05:00,OS,2011-03-01 04:00:00-05:00,OS,OS,2011-03-01 04:00:00-05:00,175.0,OS,2011-03-01 06:35:00-05:00,False,after_confirm,1.0,8.0,8.0,8.0,True
2011-03-01,0:00,1323.25,ES,Confirmation,14:25,,No,,,1323.25,1325.25,1307.5,1307.5,2011-2016,2011-03-01,11:15,1325.25,1307.5,Short,Confirmation,Confirmation,0:00,No,2011-03-01 11:15:00-05:00,2011-03-01,,,,,,,,,,,,,,,,,,2011-03-01 11:15:00-05:00,RS,2011-03-01 10:30:00-05:00,RS,RS,2011-03-01 10:30:00-05:00,45.0,RS,2011-03-01 11:45:00-05:00,True,frontrun_window,2.0,15.75,7.875,7.875,True
2011-03-01,0:00,1301.25,ES,Confirmation,12:50,,Yes,,,1301.25,1302.25,1293.5,1302.25,2011-2016,2011-03-01,20:50,1302.25,1293.5,Short,Confirmation,Confirmation,0:00,Yes,2011-03-01 20:50:00-05:00,2011-03-01,,,,,,,,,,,,,,,,,,2011-03-01 20:50:00-05:00,AS,2011-03-01 20:30:00-05:00,AS,AS,2011-02-28 20:30:00-05:00,1460.0,AS,2011-03-01 00:00:00-05:00,False,after_confirm,1.0,7.75,7.75,-1.0,False
2011-03-02,0:00,1298.75,ES,Confirmation,8:25,,Yes,,,1298.75,1297.75,1306.5,1297.75,2011-2016,2011-03-02,4:25,1297.75,1306.5,Long,Confirmation,Confirmation,0:00,Yes,2011-03-02 04:25:00-05:00,2011-03-02,,,,,,,,,,,,,,,,,,2011-03-02 04:25:00-05:00,OS,2011-03-02 04:00:00-05:00,OS,OS,2011-03-02 04:00:00-05:00,25.0,OS,2011-03-02 05:15:00-05:00,True,other,1.0,7.75,7.75,-1.0,False
2011-03-02,0:00,1298.75,ES,Confirmation,10:05,,No,,,1298.75,1297.25,1309.5,1309.5,2011-2016,2011-03-02,8:30,1297.25,1309.5,Long,Confirmation,Confirmation,0:00,No,2011-03-02 08:30:00-05:00,2011-03-02,,,,,,,,,,,,,,,,,,2011-03-02 08:30:00-05:00,TR,2011-03-02 08:30:00-05:00,TR,TR,2011-03-02 08:30:00-05:00,0.0,,,False,m7,1.5,10.75,7.166666666666667,7.166666666666667,True
2011-03-02,0:00,1308.25,ES,Confirmation,0:50,,No,,,1308.25,1307.5,1313.75,1313.75,2011-2016,2011-03-02,20:35,1307.5,1313.75,Long,Confirmation,Confirmation,0:00,No,2011-03-02 20:35:00-05:00,2011-03-02,,,,,,,,,,,,,,,,,,2011-03-02 20:35:00-05:00,AS,2011-03-02 20:30:00-05:00,AS,AS,2011-03-01 20:30:00-05:00,1445.0,AS,2011-03-02 00:00:00-05:00,False,after_confirm,0.75,5.5,7.333333333333333,7.333333333333333,True
2011-03-03,0:00,1311.0,ES,Confirmation,6:30,,No,,,1311.0,1310.0,1316.25,1316.25,2011-2016,2011-03-03,4:35,1310.0,1316.25,Long,Confirmation,Confirmation,0:00,No,2011-03-03 04:35:00-05:00,2011-03-03,,,,,,,,,,,,,,,,,,2011-03-03 04:35:00-05:00,OS,2011-03-03 04:00:00-05:00,OS,OS,2011-03-03 04:00:00-05:00,35.0,OS,2011-03-03 05:10:00-05:00,True,other,1.0,5.25,5.25,5.25,True
2011-03-03,0:00,1321.75,ES,Confirmation,12:50,,No,,,1321.75,1320.5,1328.0,1328.0,2011-2016,2011-03-03,10:35,1320.5,1328.0,Long,Confirmation,Confirmation,0:00,No,2011-03-03 10:35:00-05:00,2011-03-03,,,,,,,,,,,,,,,,,,2011-03-03 10:35:00-05:00,RS,2011-03-03 10:30:00-05:00,RS,RS,2011-03-03 10:30:00-05:00,5.0,RS,2011-03-03 11:00:00-05:00,True,m7,1.25,6.25,5.0,5.0,True
2011-03-04,0:00,1330.75,ES,Confirmation,12:20,,No,,,1330.75,1333.0,1313.75,1313.75,2011-2016,2011-03-04,9:20,1333.0,1313.75,Short,Confirmation,Confirmation,0:00,No,2011-03-04 09:20:00-05:00,2011-03-04,,,,,,,,,,,,,,,,,,2011-03-04 09:20:00-05:00,TR,2011-03-04 08:30:00-05:00,TR,TR,2011-03-04 08:30:00-05:00,50.0,,,False,frontrun_window,2.25,17.0,7.555555555555555,7.555555555555555,True
2011-03-07,0:00,1323.25,ES,Confirmation,11:30,,No,,,1323.25,1324.75,1311.25,1323.25,2011-2016,2011-03-07,10:30,1324.75,1311.25,Short,Confirmation,Confirmation,0:00,No,2011-03-07 10:30:00-05:00,2011-03-07,,,,,,,,,,,,,,,,,,2011-03-07 10:30:00-05:00,RS,2011-03-07 10:30:00-05:00,RS,RS,2011-03-07 10:30:00-05:00,0.0,RS,2011-03-07 10:35:00-05:00,True,m7,1.5,12.0,8.0,-0.0,False
2011-03-07,0:00,1320.75,ES,Confirmation,1:55,,No,,,1320.75,1322.0,1311.25,1315.0,2011-2016,2011-03-07,19:45,1322.0,1311.25,Short,Confirmation,Confirmation,0:00,No,2011-03-07 19:45:00-05:00,2011-03-07,,,,,,,,,,,,,,,,,,2011-03-07 19:45:00-05:00,AR,2011-03-07 19:30:00-05:00,AR,AR,2011-03-07 19:30:00-05:00,15.0,AR,2011-03-07 20:25:00-05:00,True,other,1.25,9.5,7.6,4.6,True
2011-03-08,0:00,1315.25,ES,Confirmation,7:30,,No,,,1315.25,1316.25,1310.0,1310.0,2011-2016,2011-03-08,6:15,1316.25,1310.0,Short,Confirmation,Confirmation,0:00,No,2011-03-08 06:15:00-05:00,2011-03-08,,,,,,,,,,,,,,,,,,2011-03-08 06:15:00-05:00,OS,2011-03-08 04:00:00-05:00,OS,OS,2011-03-08 04:00:00-05:00,135.0,OS,2011-03-08 05:35:00-05:00,False,after_confirm,1.0,5.25,5.25,5.25,True
2011-03-08,0:00,1308.75,ES,Confirmation,15:55,,No,,,1308.75,1306.0,1327.25,1321.75,2011-2016,2011-03-08,9:55,1306.0,1327.25,Long,Confirmation,Confirmation,0:00,No,2011-03-08 09:55:00-05:00,2011-03-08,,,,,,,,,,,,,,,,,,2011-03-08 09:55:00-05:00,RR,2011-03-08 09:30:00-05:00,RR,RR,2011-03-08 09:30:00-05:00,25.0,RR,2011-03-08 10:25:00-05:00,True,other,2.75,18.5,6.7272727272727275,4.7272727272727275,True
2011-03-09,0:00,1318.25,ES,Confirmation,9:05,,Be,,,1318.25,1317.0,1325.5,1318.25,2011-2016,2011-03-09,3:40,1317.0,1325.5,Long,Confirmation,Confirmation,0:00,Be,2011-03-09 03:40:00-05:00,2011-03-09,,,,,,,,,,,,,,,,,,2011-03-09 03:40:00-05:00,OR,2011-03-09 03:00:00-05:00,OR,OR,2011-03-09 03:00:00-05:00,40.0,,,False,frontrun_window,1.25,7.25,5.8,0.0,False
2011-03-10,0:00,1298.0,ES,Confirmation,1:20,,No,,,1298.0,1299.25,1289.25,1289.25,2011-2016,2011-03-10,20:20,1299.25,1289.25,Short,Confirmation,Confirmation,0:00,No,2011-03-10 20:20:00-05:00,2011-03-10,,,,,,,,,,,,,,,,,,2011-03-10 20:20:00-05:00,AR,2011-03-10 19:30:00-05:00,AR,AR,2011-03-10 19:30:00-05:00,50.0,AR,2011-03-10 20:25:00-05:00,True,frontrun_window,1.25,8.75,7.0,7.0,True
2011-03-11,0:00,1294.0,ES,Confirmation,15:00,,No,,,1294.0,1292.0,1305.75,1305.75,2011-2016,2011-03-11,10:45,1292.0,1305.75,Long,Confirmation,Confirmation,0:00,No,2011-03-11 10:45:00-05:00,2011-03-11,,,,,,,,,,,,,,,,,,2011-03-11 10:45:00-05:00,RS,2011-03-11 10:30:00-05:00,RS,RS,2011-03-11 10:30:00-05:00,15.0,RS,2011-03-11 11:35:00-05:00,True,other,2.0,11.75,5.875,5.875,True
2011-03-14,0:00,1286.5,ES,Confirmation,22:10,,No,,,1286.5,1287.75,1275.0,1275.0,2011-2016,2011-03-14,20:40,1287.75,1275.0,Short,Confirmation,Confirmation,0:00,No,2011-03-14 20:40:00-04:00,2011-03-14,,,,,,,,,,,,,,,,,,2011-03-14 20:40:00-04:00,AS,2011-03-14 20:30:00-04:00,AS,AS,2011-03-13 21:30:00-04:00,1390.0,AS,2011-03-14 00:00:00-04:00,False,after_confirm,1.25,11.5,9.2,9.2,True
2011-03-15,0:00,1256.0,ES,Confirmation,15:20,,No,,,1256.0,1250.75,1281.0,1281.0,2011-2016,2011-03-15,9:25,1250.75,1281.0,Long,Confirmation,Confirmation,0:00,No,2011-03-15 09:25:00-04:00,2011-03-15,,,,,,,,,,,,,,,,,,2011-03-15 09:25:00-04:00,TR,2011-03-15 08:30:00-04:00,TR,TR,2011-03-15 08:30:00-04:00,55.0,,,False,frontrun_window,5.25,25.0,4.761904761904762,4.761904761904762,True
2011-03-15,0:00,1274.75,ES,Confirmation,22:55,,Be,,,1274.75,1272.5,1286.75,1272.5,2011-2016,2011-03-15,20:15,1272.5,1286.75,Long,Confirmation,Confirmation,0:00,Be,2011-03-15 20:15:00-04:00,2011-03-15,,,,,,,,,,,,,,,,,,2011-03-15 20:15:00-04:00,AR,2011-03-15 19:30:00-04:00,AR,AR,2011-03-15 19:30:00-04:00,45.0,AR,2011-03-15 20:25:00-04:00,True,frontrun_window,2.25,12.0,5.333333333333333,-1.0,False
2011-03-16,0:00,1273.75,ES,Confirmation,5:35,,Be,,,1273.75,1271.5,1286.75,1271.5,2011-2016,2011-03-16,0:30,1271.5,1286.75,Long,Confirmation,Confirmation,0:00,Be,2011-03-16 00:30:00-04:00,2011-03-16,,,,,,,,,,,,,,,,,,2011-03-16 00:30:00-04:00,AS,2011-03-15 20:30:00-04:00,AS,AS,2011-03-15 20:30:00-04:00,240.0,AS,2011-03-16 00:00:00-04:00,False,after_confirm,2.25,13.0,5.777777777777778,-1.0,False
2011-03-16,0:00,1275.5,ES,Confirmation,13:40,,No,,,1275.5,1277.5,1255.25,1255.25,2011-2016,2011-03-16,10:50,1277.5,1255.25,Short,Confirmation,Confirmation,0:00,No,2011-03-16 10:50:00-04:00,2011-03-16,,,,,,,,,,,,,,,,,,2011-03-16 10:50:00-04:00,RS,2011-03-16 10:30:00-04:00,RS,RS,2011-03-16 10:30:00-04:00,20.0,RS,2011-03-16 10:35:00-04:00,False,after_confirm,2.0,20.25,10.125,10.125,True
2011-03-18,0:00,1283.25,ES,Confirmation,14:15,,No,,,1283.25,1285.25,1273.5,1273.5,2011-2016,2011-03-18,9:35,1285.25,1273.5,Short,Confirmation,Confirmation,0:00,No,2011-03-18 09:35:00-04:00,2011-03-18,,,,,,,,,,,,,,,,,,2011-03-18 09:35:00-04:00,RR,2011-03-18 09:30:00-04:00,RR,RR,2011-03-18 09:30:00-04:00,5.0,RR,2011-03-18 10:25:00-04:00,True,m7,2.0,9.75,4.875,4.875,True
2011-03-20,0:00,1279.75,ES,Confirmation,21:55,,No,,,1279.75,1278.5,1285.0,1285.0,2011-2016,2011-03-20,21:30,1278.5,1285.0,Long,Confirmation,Confirmation,0:00,No,2011-03-20 21:30:00-04:00,2011-03-20,,,,,,,,,,,,,,,,,,2011-03-20 21:30:00-04:00,AS,2011-03-20 20:30:00-04:00,AS,AS,2011-03-20 20:30:00-04:00,60.0,AS,2011-03-20 22:05:00-04:00,True,frontrun_window,1.25,5.25,4.2,4.2,True
2011-03-21,0:00,1283.5,ES,Confirmation,10:30,,No,,,1283.5,1282.5,1295.25,1295.25,2011-2016,2011-03-21,2:45,1282.5,1295.25,Long,Confirmation,Confirmation,0:00,No,2011-03-21 02:45:00-04:00,2011-03-21,,,,,,,,,,,,,,,,,,2011-03-21 02:45:00-04:00,TO,2011-03-21 02:00:00-04:00,TO,TO,2011-03-21 02:00:00-04:00,45.0,,,False,frontrun_window,1.0,11.75,11.75,11.75,True
01/03/2018,,2698.25,,,,,,,,,,,2710.5,2018,2018-01-03,9:35,2697.25,2710.5,Long,M7 Candle,No Conf,,W,2018-01-03 09:35:00-05:00,2018-01-03,,9:35,ES,No Conf,Long,RDR,M7 Candle,W,2698.25,2697.25,2710.5,2710.5,RDR,,,,,2018-01-03 09:35:00-05:00,RR,2018-01-03 09:30:00-05:00,RR,RR,2018-01-03 09:30:00-05:00,5.0,RR,2018-01-03 10:25:00-05:00,True,m7,1.0,12.25,12.25,12.25,True
01/03/2018,,2706.0,,,,,,,,,,,2712.5,2018_set2,2018-01-03,11:05,2704.75,2714.75,Long,Mode,Confirmed,10:30,W,2018-01-03 11:05:00-05:00,2018-01-03,10:30,11:05,ES,Confirmed,Long,RDR,Mode,W,,,,,RDR,2706.0,2704.75,2714.75,2712.5,2018-01-03 11:05:00-05:00,RS,2018-01-03 10:30:00-05:00,RR,RR,2018-01-03 09:30:00-05:00,95.0,RR,2018-01-03 10:25:00-05:00,False,after_confirm,1.25,8.75,7.0,5.2,True
01/04/2018,,2721.0,,,,,,,,,,,2724.0,2018,2018-01-04,9:35,2719.0,2730.0,Long,Mode,No Conf,,W,2018-01-04 09:35:00-05:00,2018-01-04,,9:35,ES,No Conf,Long,RDR,Mode,W,2721.0,2719.0,2730.0,2724.0,RDR,,,,,2018-01-04 09:35:00-05:00,RR,2018-01-04 09:30:00-05:00,RR,RR,2018-01-04 09:30:00-05:00,5.0,RR,2018-01-04 10:25:00-05:00,True,m7,2.0,9.0,4.5,1.5,True
01/04/2018,,2723.75,,,,,,,,,,,2721.75,2018_set2,2018-01-04,11:15,2721.75,2733.25,Long,Mode,Confirmed,10:30,EX,2018-01-04 11:15:00-05:00,2018-01-04,10:30,11:15,ES,Confirmed,Long,RDR,Mode,EX,,,,,RDR,2723.75,2721.75,2733.25,2721.75,2018-01-04 11:15:00-05:00,RS,2018-01-04 10:30:00-05:00,RR,RR,2018-01-04 09:30:00-05:00,105.0,RR,2018-01-04 10:25:00-05:00,False,after_confirm,2.0,9.5,4.75,-1.0,False
01/05/2018,,2732.0,,,,,,,,,,,2738.75,2018_set2,2018-01-05,13:00,2730.75,2738.75,Long,Mode,Confirmed,11:15,W,2018-01-05 13:00:00-05:00,2018-01-05,11:15,13:00,ES,Confirmed,Long,RDR,Mode,W,,,,,RDR,2732.0,2730.75,2738.75,2738.75,2018-01-05 13:00:00-05:00,RS,2018-01-05 10:30:00-05:00,RR,RR,2018-01-05 09:30:00-05:00,210.0,RR,2018-01-05 10:25:00-05:00,False,after_confirm,1.25,6.75,5.4,5.4,True
01/08/2018,,2739.5,,,,,,,,,,,2747.25,2018_set2,2018-01-08,10:45,2738.0,2747.25,Long,Mode,Wick,10:30,W,2018-01-08 10:45:00-05:00,2018-01-08,10:30,10:45,ES,Wick,Long,RDR,Mode,W,,,,,RDR,2739.5,2738.0,2747.25,2747.25,2018-01-08 10:45:00-05:00,RS,2018-01-08 10:30:00-05:00,RR,RR,2018-01-08 09:30:00-05:00,75.0,RR,2018-01-08 10:25:00-05:00,False,after_confirm,1.5,7.75,5.166666666666667,5.166666666666667,True
01/08/2018,,2741.75,,,,,,,,,,,2748.0,2018,2018-01-08,11:25,2740.75,2748.0,Long,Mode,Confirmed,11:10,W,2018-01-08 11:25:00-05:00,2018-01-08,11:10,11:25,ES,Confirmed,Long,RDR,Mode,W,2741.75,2740.75,2748.0,2748.0,RDR,,,,,2018-01-08 11:25:00-05:00,RS,2018-01-08 10:30:00-05:00,RR,RR,2018-01-08 09:30:00-05:00,115.0,RR,2018-01-08 10:25:00-05:00,False,after_confirm,1.0,6.25,6.25,6.25,True
01/09/2018,,2749.5,,,,,,,,,,,2758.25,2018_set2,2018-01-09,10:55,2748.0,2758.25,Long,Retired,Wick,10:30,W,2018-01-09 10:55:00-05:00,2018-01-09,10:30,10:55,ES,Wick,Long,RDR,Retired,W,,,,,RDR,2749.5,2748.0,2758.25,2758.25,2018-01-09 10:55:00-05:00,RS,2018-01-09 10:30:00-05:00,RR,RR,2018-01-09 09:30:00-05:00,85.0,RR,2018-01-09 10:25:00-05:00,False,after_confirm,1.5,8.75,5.833333333333333,5.833333333333333,True
01/09/2018,,2749.5,,,,,,,,,,,2758.5,2018,2018-01-09,10:55,2748.25,2758.5,Long,Mode,No Conf,,W,2018-01-09 10:55:00-05:00,2018-01-09,,10:55,ES,No Conf,Long,RDR,Mode,W,2749.5,2748.25,2758.5,2758.5,RDR,,,,,2018-01-09 10:55:00-05:00,RS,2018-01-09 10:30:00-05:00,RR,RR,2018-01-09 09:30:00-05:00,85.0,RR,2018-01-09 10:25:00-05:00,False,after_confirm,1.25,9.0,7.2,7.2,True
01/10/2018,,2743.75,,,,,,,,,,,2748.75,2018_set2,2018-01-10,10:55,2741.75,2752.75,Long,Mode,Wick,10:40,W,2018-01-10 10:55:00-05:00,2018-01-10,10:40,10:55,ES,Wick,Long,RDR,Mode,W,,,,,RDR,2743.75,2741.75,2752.75,2748.75,2018-01-10 10:55:00-05:00,RS,2018-01-10 10:30:00-05:00,RR,RR,2018-01-10 09:30:00-05:00,85.0,RR,2018-01-10 10:25:00-05:00,False,after_confirm,2.0,9.0,4.5,2.5,True
